"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short","Category","id"
"Boom Town",1940,119,2e+06,7,312,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,"",0,0,0,1,0,1,0,"Drama",3002
"Boot, Das",1981,216,1.4e+07,8.5,28920,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,34.5,"R",0,0,0,1,0,0,0,"Drama",3003
"Born Losers, The",1967,113,360000,5.4,223,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"",1,0,0,1,0,0,0,"Drama",3004
"Born on the Fourth of July",1989,145,1.4e+07,7,11480,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,0,1,0,0,0,"Drama",3005
"Born to Be Bad",1934,62,252238,5.6,59,0,4.5,4.5,14.5,24.5,24.5,24.5,4.5,4.5,4.5,"",0,0,0,1,0,1,0,"Drama",3006
"Bossu, Le",1997,128,3e+07,7.1,668,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3007
"Bottle and the Throttle, The",1968,10,1000,3.8,7,0,24.5,0,14.5,24.5,0,24.5,0,0,0,"",0,0,0,1,0,0,1,"Drama",3008
"Bounce",2000,106,3.5e+07,5.8,5390,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,"Drama",3009
"Bound by Honor",1993,190,3.5e+07,7.4,2499,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",1,0,0,1,0,0,0,"Drama",3010
"Bourne Identity, The",2002,119,7.5e+07,7.3,29871,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"PG-13",1,0,0,1,0,0,0,"Drama",3011
"Bourne Supremacy, The",2004,108,7.5e+07,7.3,19878,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,0,0,1,0,0,0,"Drama",3012
"Bowery, The",1933,92,421496,7.3,48,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,4.5,14.5,"",0,0,1,1,0,0,0,"Drama",3013
"Bowling for Columbine",2002,120,4e+06,8.5,36747,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,1,1,1,0,0,"Drama",3014
"Boxcar Bertha",1972,92,6e+05,5.8,590,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3015
"Boys Beware",1961,10,1000,4.2,21,44.5,14.5,4.5,0,0,4.5,0,14.5,0,4.5,"",0,0,0,1,0,0,1,"Drama",3016
"Boys Don't Cry",1999,118,2e+06,7.6,14456,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,"Drama",3017
"Boys Next Door, The",1986,90,5e+06,5.8,308,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3018
"Boys and Girls",2000,94,1.6e+07,4.9,3483,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,"Drama",3019
"Boys from Brazil, The",1978,123,1.2e+07,6.8,2826,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3020
"Boys in the Band, The",1970,118,5500000,7.3,448,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3021
"Boys on the Side",1995,115,2.1e+07,6.1,2775,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,1,0,0,0,"Drama",3022
"Boyz n the Hood",1991,107,6e+06,7.7,10319,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3023
"Braveheart",1995,177,5.3e+07,8.3,92437,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0,"Drama",3024
"Bread, My Sweet, The",2001,105,6e+05,6.8,257,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"PG-13",0,0,0,1,0,1,0,"Drama",3025
"Break Up",1998,100,9e+06,5.1,393,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3026
"Breakfast at Tiffany's",1961,115,2500000,7.7,12246,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,1,0,1,0,"Drama",3027
"Bride of Frankenstein",1935,75,397000,8.1,4734,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3028
"Bride of the Wind",2001,99,1.2e+07,5.2,201,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3029
"Bridge Too Far, A",1977,176,2.6e+07,7,5527,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,1,0,0,0,"Drama",3030
"Bridge on the River Kwai, The",1957,161,3e+06,8.4,22408,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0,"Drama",3031
"Bridges of Madison County, The",1995,135,2.2e+07,6.9,7633,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0,"Drama",3032
"Bridget Jones: The Edge of Reason",2004,108,7e+07,5.7,6636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0,"Drama",3033
"Brigham City",2001,119,1e+06,7.1,405,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0,"Drama",3034
"Bring Me the Head of Alfredo Garcia",1974,112,1500000,7.1,1163,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3035
"Bringing Out the Dead",1999,121,3.2e+07,6.7,13989,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3036
"Bringing Rain",2003,82,150000,5.6,32,4.5,4.5,0,4.5,4.5,4.5,4.5,4.5,4.5,45.5,"",0,0,0,1,0,1,0,"Drama",3037
"Broadway Bad",1933,61,239308,6,10,0,0,14.5,14.5,14.5,24.5,44.5,0,0,14.5,"",0,0,0,1,0,0,0,"Drama",3038
"Broken Blossoms or The Yellow Man and the Girl",1919,90,88000,7.4,789,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0,"Drama",3039
"Broken Hearts Club: A Romantic Comedy, The",2000,94,1e+06,6.8,1712,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,1,1,0,0,0,"Drama",3040
"Broken Lullaby",1932,76,889154,7.2,66,0,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3041
"Broken Vessels",1998,90,6e+05,6.1,223,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3042
"Bronx Tale, A",1993,121,2.2e+07,7.5,9175,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3043
"Brooklyn Bound",2004,90,70000,4.2,30,4.5,4.5,4.5,4.5,4.5,0,0,4.5,14.5,64.5,"R",0,0,0,1,0,0,0,"Drama",3044
"Brother from Another Planet, The",1984,106,3e+05,6.7,1133,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0,"Drama",3045
"Brothers McMullen, The",1995,98,23800,6.4,2325,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0,"Drama",3046
"Brown Bunny, The",2003,119,1e+07,5.1,1045,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"",0,0,0,1,0,0,0,"Drama",3047
"Brown Sugar",2002,109,8e+06,5.9,941,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,"Drama",3048
"Bruno",2000,108,1e+07,6,295,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",0,0,1,1,0,0,0,"Drama",3049
"Brylcreem Boys, The",1998,106,6e+06,6,199,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0,"Drama",3050
"Bubble Boy",2001,84,1.3e+07,5.1,2904,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,"Drama",3051
"Buena onda",1999,11,2000,5.2,10,14.5,0,0,0,0,14.5,0,34.5,34.5,24.5,"",0,0,0,1,0,0,1,"Drama",3052
"Buffalo '66",1998,110,1500000,7.2,6652,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0,"Drama",3053
"Buffalo Soldiers",2001,98,1.5e+07,7,3753,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0,"Drama",3054
"Bug Man, The",2003,22,28000,6.7,16,0,14.5,0,4.5,0,4.5,14.5,14.5,4.5,34.5,"",0,0,0,1,0,0,1,"Drama",3055
"Bugsy",1991,134,4e+07,6.6,4159,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3056
"Bull Durham",1988,108,7e+06,7.1,8434,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,1,0,"Drama",3057
"Bullet for Pretty Boy, A",1970,89,350000,3.5,31,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,0,0,"",1,0,0,1,0,0,0,"Drama",3058
"Bulletproof",1988,93,5e+06,3.8,155,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"",1,0,0,1,0,0,0,"Drama",3059
"Bullitt",1968,113,5500000,7.3,6191,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,1,0,0,0,"Drama",3060
"Bulworth",1998,108,3e+07,6.9,8277,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,1,0,"Drama",3061
"Bumer",2003,110,7e+05,6.5,264,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3062
"Buono, il brutto, il cattivo, Il",1966,180,1200000,8.8,30224,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"",1,0,0,1,0,0,0,"Drama",3063
"Burglar, The",1957,90,90000,7,47,0,0,0,4.5,14.5,4.5,24.5,34.5,14.5,4.5,"",0,0,0,1,0,0,0,"Drama",3064
"Business of Fancydancing, The",2002,103,2e+05,7.3,195,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3065
"But I'm a Cheerleader",1999,85,1200000,6.2,3897,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0,"Drama",3066
"Butterfly Effect, The",2004,120,1.3e+07,7.6,22975,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0,"Drama",3067
"C'era una volta il West",1968,158,5e+06,8.7,17241,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"PG-13",0,0,0,1,0,0,0,"Drama",3068
"CQ",2001,91,7e+06,6.4,1315,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,1,1,0,0,0,"Drama",3069
"Cabaret",1972,124,6e+06,7.8,7176,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3070
"Cabiria",1914,162,210000,7.6,216,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3071
"Cable Guy, The",1996,96,4.7e+07,5.5,16266,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0,"Drama",3072
"Cafe Society",1995,104,3500000,5.7,137,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3073
"Caged Heat",1974,83,180000,4.9,295,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",1,0,0,1,0,0,0,"Drama",3074
"Calendar Girl",1993,90,1.3e+07,4.7,464,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"",0,0,1,1,0,0,0,"Drama",3075
"Call Her Savage",1932,89,489652,6.9,91,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3076
"Camelot",1967,179,1.7e+07,6.1,1241,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"",0,0,1,1,0,1,0,"Drama",3077
"Camille",1936,109,1486000,7.4,674,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0,"Drama",3078
"Camp Pacific",2002,29,35000,9.1,21,0,0,0,0,4.5,0,14.5,4.5,14.5,64.5,"",0,0,0,1,0,0,1,"Drama",3079
"Campanadas a medianoche",1965,115,8e+05,8.3,460,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,"",0,0,1,1,0,0,0,"Drama",3080
"Can't Be Heaven",2000,94,2e+06,5.7,104,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG",0,0,1,1,0,1,0,"Drama",3081
"Candyman",1992,99,8e+06,6.3,4735,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3082
"Cape Fear",1991,128,3.5e+07,7.1,15585,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3083
"Cape of Good Hope",2004,107,3e+06,9.7,13,0,0,0,0,0,0,0,4.5,14.5,74.5,"",0,0,1,1,0,0,0,"Drama",3084
"Capricorn One",1978,123,5e+06,6.4,2591,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3085
"Captain Corelli's Mandolin",2001,131,5.7e+07,5.9,5281,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0,"Drama",3086
"Captain from Castile",1947,140,4500000,6.7,169,4.5,4.5,0,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,1,0,"Drama",3087
"Captains Courageous",1937,115,1645000,7.7,1123,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3088
"Captured!",1933,69,245000,6,36,0,4.5,4.5,4.5,14.5,24.5,34.5,14.5,0,0,"",0,0,0,1,0,1,0,"Drama",3089
"Carabiniers, Les",1963,80,140000,6.9,330,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3090
"Carandiru",2003,147,6e+06,7.7,1608,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,"Drama",3091
"Carlos contra el mundo",2002,91,1e+06,5.4,15,0,4.5,0,0,4.5,24.5,4.5,34.5,14.5,14.5,"",0,0,1,1,0,0,0,"Drama",3092
"Carmen Jones",1954,108,750000,7,534,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3093
"Carpetbaggers, The",1964,150,3e+06,6.1,341,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3094
"Carrie",1976,98,1800000,7.2,11778,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3095
"Casablanca",1942,102,950000,8.8,66030,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"",0,0,0,1,0,1,0,"Drama",3096
"Casino",1995,176,5.2e+07,7.8,27234,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0,"Drama",3097
"Casshern",2004,141,5e+06,6.5,1237,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"",1,0,0,1,0,0,0,"Drama",3098
"Cast Away",2000,143,9e+07,7.3,34580,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,0,1,0,0,0,"Drama",3099
"Casualties of War",1989,113,22500000,6.8,4459,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3100
"Cat People",1982,118,1.8e+07,5.8,2862,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3101
"Cat on a Hot Tin Roof",1958,108,3e+06,7.8,4870,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"",0,0,0,1,0,0,0,"Drama",3102
"Catch Me If You Can",1989,106,8e+05,5.1,93,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,24.5,"",1,0,1,1,0,0,0,"Drama",3103
"Catch Me If You Can",2002,141,5.2e+07,7.6,39915,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,"PG-13",0,0,0,1,0,0,0,"Drama",3104
"Cavalcade",1933,110,1180280,6.8,315,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,1,0,"Drama",3105
"Cavalieri che fecero l'impresa, I",2001,147,8e+06,5.7,123,14.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3106
"Central Airport",1933,72,356000,5.3,44,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3107
"Central do Brasil",1998,108,2900000,7.9,8980,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,45.5,"",0,0,0,1,0,0,0,"Drama",3108
"Chain Reaction",1996,106,5.5e+07,5.1,5936,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,"Drama",3109
"Chamber, The",1996,113,5e+07,5.7,2540,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3110
"Chance",2002,73,150000,8,440,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,45.5,"",0,0,1,1,0,0,0,"Drama",3111
"Chandelier",2004,20,32000,8.7,7,14.5,0,0,0,0,0,0,0,0,84.5,"",0,0,0,1,0,0,1,"Drama",3112
"Chanel Solitaire",1981,107,7e+06,4.9,52,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,1,0,"Drama",3113
"Changing Habits",1997,95,1200000,5.5,134,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0,"Drama",3114
"Changing Lanes",2002,99,4.5e+07,6.6,12779,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3115
"Charge of the Light Brigade, The",1968,139,8e+06,6.2,300,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3116
"Chariots of Fire",1981,123,5500000,7.3,6666,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3117
"Charlie",2004,94,5e+06,5,141,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0,"Drama",3118
"Charlie Chan in The Chinese Cat",1944,65,75000,6.5,190,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0,"Drama",3119
"Charlotte Sometimes",2002,85,80000,4.6,555,24.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,"R",0,0,0,1,0,0,0,"Drama",3120
"Charly",2002,103,950000,5.5,149,4.5,4.5,4.5,0,4.5,4.5,14.5,14.5,14.5,44.5,"PG",0,0,1,1,0,1,0,"Drama",3121
"Chasing Amy",1997,111,250000,7.6,32141,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,1,0,"Drama",3122
"Che!",1969,96,2800000,3.3,100,34.5,4.5,4.5,14.5,4.5,4.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3123
"Cheaper by the Dozen",2003,98,4e+07,5.8,5977,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"PG",0,0,1,1,0,0,0,"Drama",3124
"Cheat, The",1915,59,17311,7.2,188,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,0,1,0,0,0,"Drama",3125
"Cherish",2002,99,1500000,6.5,743,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0,"Drama",3126
"Cherry Orchard, The",1999,141,5e+06,6.4,127,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3127
"Cherry, Harry & Raquel!",1970,71,90000,4.6,189,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3128
"Chicago",2002,113,4.5e+07,7.5,34933,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,1,1,0,0,0,"Drama",3129
"Chiesa, La",1989,98,3500000,5.9,486,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3130
"Childhood's End",1997,115,6e+05,4.4,38,24.5,14.5,4.5,4.5,14.5,4.5,4.5,14.5,14.5,14.5,"",0,0,1,1,0,0,0,"Drama",3131
"Children On Their Birthdays",2002,102,1e+07,6,163,24.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,0,1,0,0,0,"Drama",3132
"Children's Hour, The",1961,107,3600000,7.3,1089,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3133
"Chinatown",1974,131,6e+06,8.4,25695,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"",0,0,0,1,0,0,0,"Drama",3134
"Choirboys, The",1977,119,6500000,4.9,260,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3135
"Choosing Matthias",2001,90,2500000,4.9,22,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0,"Drama",3136
"Chopin. Pragnienie milosci",2002,134,3500000,4,55,4.5,14.5,4.5,14.5,4.5,14.5,14.5,4.5,0,14.5,"R",0,0,0,1,0,1,0,"Drama",3137
"Christine",1983,110,9700000,6,5666,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3138
"Christopher Strong",1933,78,284000,6.1,151,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3139
"Chuck&Buck",2000,96,250000,6.6,1919,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0,"Drama",3140
"Chumscrubber, The",2005,102,6800000,4.5,80,4.5,14.5,4.5,0,4.5,0,4.5,14.5,14.5,44.5,"",0,0,0,1,0,0,0,"Drama",3141
"Ciao America",2002,100,5e+06,4.8,27,14.5,4.5,0,4.5,14.5,4.5,0,4.5,14.5,44.5,"R",0,0,1,1,0,1,0,"Drama",3142
"Cidade de Deus",2002,135,3300000,8.7,25964,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,0,1,0,0,0,"Drama",3143
"Cider House Rules, The",1999,126,2.4e+07,7.5,18950,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0,"Drama",3144
"Cimarron",1931,131,1433000,6.2,319,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3145
"Circus World",1964,135,9e+06,5.7,215,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0,"Drama",3146
"Circus, The",1928,71,9e+05,7.8,1239,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,1,0,1,0,"Drama",3147
"Citizen Kane",1941,119,686033,8.7,61083,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,"",0,0,0,1,0,0,0,"Drama",3148
"Citizen Ruth",1996,102,3e+06,6.8,1441,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,1,1,0,0,0,"Drama",3149
"City Hall",1996,111,4e+07,6.1,4381,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3150
"City Lights",1931,87,1500000,8.5,7802,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"",0,0,1,1,0,1,0,"Drama",3151
"City by the Sea",2002,108,6e+07,6.3,4886,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,"Drama",3152
"City of Angels",1998,114,5.5e+07,6.2,15333,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0,"Drama",3153
"City of Hope",1991,129,3e+06,7.3,645,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0,"Drama",3154
"Civil Action, A",1998,112,6e+07,6.4,6847,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,"Drama",3155
"Civil Brand",2002,95,5e+05,4.1,102,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0,"Drama",3156
